Page Name	Categories	Subcategories	Tags	Discription	UPC	Part #	Extra Info
Replacement Clicker Assembly	Bathroom Sink Accessories	Pop Up	Parts	"All Brass Push and Lock (clicker) Pop-Up Stopper Assembly Replacement (for 6800 Pop-Up Drain) 
"	14241	68001ORB	Oil Rubbed Bronze
"2 3/4"" Dome Stoppers"	Bathroom Sink Accessories	Parts, Clicker Style	Clicker Stopper	"Chrome plated all brass clicker style plunger with 2-3/4"" diameter round dome with bottom half plastic body, and fixed position plugs fits 7800, 6800 series."	14264	780070CP	Chrome
"2 3/4"" Dome Stoppers"	Bathroom Sink Accessories	Parts, Clicker Style	Clicker Stopper	"Chrome plated all brass clicker style plunger with 2-3/4"" diameter round dome with bottom half plastic body, and fixed position plugs fits 7800, 6800 series."	14281	780070PBRPVD	Polished Brass
"2 3/4"" Dome Stoppers"	Bathroom Sink Accessories	Parts, Clicker Style	Clicker Stopper	"Chrome plated all brass clicker style plunger with 2-3/4"" diameter round dome with bottom half plastic body, and fixed position plugs fits 7800, 6800 series."	14265	780070SNPVD	Satin Nickel PVD
"2 3/4"" Dome Stoppers"	Bathroom Sink Accessories	Parts, Clicker Style	Clicker Stopper	"Chrome plated all brass clicker style plunger with 2-3/4"" diameter round dome with bottom half plastic body, and fixed position plugs fits 7800, 6800 series."	14266	780070ORB	Oil Rubbed Bronze
"2 3/4"" Dome Stoppers"	Bathroom Sink Accessories	Parts, Clicker Style	Clicker Stopper	"Chrome plated all brass clicker style plunger with 2-3/4"" diameter round dome with bottom half plastic body, and fixed position plugs fits 7800, 6800 series."	14280	780070MB	Matte Black 
"2 3/4"" Dome Stoppers"	Bathroom Sink Accessories	Parts, Clicker Style	Clicker Stopper	"Chrome plated all brass clicker style plunger with 2-3/4"" diameter round dome with bottom half plastic body, and fixed position plugs fits 7800, 6800 series."	14270	780070CPF	Fixed Position, Chrome
"2 3/4"" Dome Stoppers"	Bathroom Sink Accessories	Parts, Clicker Style	Clicker Stopper	"Chrome plated all brass clicker style plunger with 2-3/4"" diameter round dome with bottom half plastic body, and fixed position plugs fits 7800, 6800 series."	14271	780070SNPVDF	Fixed Position, Satin Nickel PVD
"2 3/4"" Dome Stoppers"	Bathroom Sink Accessories	Parts, Clicker Style	Clicker Stopper	"Chrome plated all brass clicker style plunger with 2-3/4"" diameter round dome with bottom half plastic body, and fixed position plugs fits 7800, 6800 series."	14272	780070ORBF	Fixed Position, Oil Rubbed Bronze
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	10255	68001	All Brass Clicker Plunger (Chrome)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14240	68001SNPVD	All Brass Clicker Plunger (Satin Nickel)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14241	68001ORB	All Brass Clicker Plunger (Oil Rubbed Bronze)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	10297	78001	Clicker Plunger (Stainless Steel)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	10326	780059SS	59mm OD Clicker Plunger (Stainless Steel)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	10327	780059SN	59mm OD Clicker Plunger (Satin Nickel)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	10329	780059ORB	59mm OD Clicker Plunger (Oil Rubbed Bronze)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14267	78007070CP	Square Clicker Plunger (Chrome)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14268	78007070SNPVD	Square Clicker Plunger (Satin Nickel)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14269	78007070ORB	Square Clicker Plunger (Oil Rubbed Bronze)
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14264	780070CP	"2 3/4"" Round Dome Clicker Plunger (Chrome)"
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14281	780070PBRPVD	"2 3/4"" Round Dome Clicker Plunger (Polished Brass PVD)"
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14266	780070ORB	"2 3/4"" Round Dome Clicker Plunger (Oil Rubbed Bronze)"
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14280	780070MB	"2 3/4"" Round Dome Clicker Plunger (Matte Black)"
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14270	780070CPF	"2 3/4"" Round Dome fixed position plug (Chrome)"
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14272	780070ORBF	"2 3/4"" Round Dome fixed position plug (Oil Rubbed Bronze)"
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	14271	780070SNPVDF	"2 3/4"" Round Dome fixed position plug (Satin Nickel)"
Clicker Stoppers & Parts	Bathroom Sink Accessories	Parts, Grid Drain, Clicker Style		All the options for our 7800 series clicker drain in one place. Click through the 'color' options to see the parts listed above.  	10252	68005	Plunger Seal
Lock Nut	Bathroom Sink Accessories	Parts	Grid Drain	Lock nut for grid drains. Fits all 6400 series grid drains	25104	A002504	Lock nut
7800-70-MB	Special, Bathroom Sink Accessories	Parts, Clicker Style	Clicker Stopper	"NEW! Matte Black all brass clicker style plunger with 2-3/4"" diameter round dome with bottom half plastic body"	14280	780070MB	Matte Black 
59mm Domed Clicker Plunger	Bathroom Sink Accessories	Parts		Oil rubbed bronze decorative Clicker Plunger with 59mm OD dome top   	10326	780059SS	Stainless Steel
59mm Domed Clicker Plunger	Bathroom Sink Accessories	Parts		Oil rubbed bronze decorative Clicker Plunger with 59mm OD dome top   	10327	780059SN	Satin Nickel
59mm Domed Clicker Plunger	Bathroom Sink Accessories	Parts		Oil rubbed bronze decorative Clicker Plunger with 59mm OD dome top   	10329	780059ORB	Oil Rubbed Bronze
59mm Domed Clicker Plunger	Bathroom Sink Accessories	Parts		Oil rubbed bronze decorative Clicker Plunger with 59mm OD dome top   	80233	C780059SS	Stainless Steel, Carded
59mm Domed Clicker Plunger	Bathroom Sink Accessories	Parts		Oil rubbed bronze decorative Clicker Plunger with 59mm OD dome top   	80234	C780059SN	Satin Nickel, Carded
59mm Domed Clicker Plunger	Bathroom Sink Accessories	Parts		Oil rubbed bronze decorative Clicker Plunger with 59mm OD dome top   	80236	C780059ORB	Oil Rubbed Bronze, Carded
Square Clicker Plunger	Bathroom Sink Accessories	Parts		"2-3/4"" Chrome plated top / Brass body Square Clicker Plunger fits 7800 or 6800 series Pop-up Drains  "	14267	78007070CP	Chrome
Square Clicker Plunger	Bathroom Sink Accessories	Parts		"2-3/4"" Chrome plated top / Brass body Square Clicker Plunger fits 7800 or 6800 series Pop-up Drains  "	14268	78007070SNPVD	Satin Nickel PVD
Square Clicker Plunger	Bathroom Sink Accessories	Parts		"2-3/4"" Chrome plated top / Brass body Square Clicker Plunger fits 7800 or 6800 series Pop-up Drains  "	14269	78007070ORB	Oil Rubbed Bronze
Grid Drain Conversion Insert	Bathroom Sink Accessories	Parts	Grid Drain	Polished Stainless Steel Center Grid Drain Replacement Cap for 7809 & 7849.  Fits 7800 series drains. 	10286	600CL11	Polished Stainless Steel 
Grid Drain Replacement Insert	Bathroom Sink Accessories	Parts, Grid Drain		Chrome plated 9-Hole Grid Drain Replacement Center Insert (O-Ring included)  	10289	64091	Replacement Center for the 6409
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	-----	====	 - - - - - - - - Fits - - - - - - - -
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10059	630016CP	 
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10051	600B28	600S, 600S2
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10044	620004	 620A05, Moen
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10052	620056	630D1
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10056	620058CP	 
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10053	620070	630D2
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10054	620070PBR	 
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10043	620070PBRPVD	630B3PBRPVD
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10270	620070SNPVDP	630B8SNPVD, 630B3SNPVD
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10212	620070ORB	630B3ORB
Popup Plungers	Bathroom Sink Accessories	Parts	Pop Up Assembly	"Plunger for various pop up drains  
"	10055	620070PW	630D4W
Popup Plunger Seal	Bathroom Sink Accessories	Parts	Pop Up Assembly	Plunger Seal  	-----	====	 - - - - - - - - Fits - - - - - - - -
Popup Plunger Seal	Bathroom Sink Accessories	Parts	Pop Up Assembly	Plunger Seal  	10096	600008	600S, 600S2,
Popup Plunger Seal	Bathroom Sink Accessories	Parts	Pop Up Assembly	Plunger Seal  	10074	620002	630D1, 630D2, 630D4W, 630DS4W
Popup Waste Seat	Bathroom Sink Accessories	Parts	No Overflow, Pop Up, With Overflow	Waste Seat for Popup Drains.  Converts overflow types.   	-----	====	 - - - - - - - - Fits - - - - - - - -
Popup Waste Seat	Bathroom Sink Accessories	Parts	No Overflow, Pop Up, With Overflow	Waste Seat for Popup Drains.  Converts overflow types.   	10080	620016	630D1, 630D2, 630E1
Popup Waste Seat	Bathroom Sink Accessories	Parts	No Overflow, Pop Up, With Overflow	Waste Seat for Popup Drains.  Converts overflow types.   	10081	620016PBR	 
Popup Waste Seat	Bathroom Sink Accessories	Parts	No Overflow, Pop Up, With Overflow	Waste Seat for Popup Drains.  Converts overflow types.   	10041	620016PBRPVD	 
Popup Waste Seat	Bathroom Sink Accessories	Parts	No Overflow, Pop Up, With Overflow	Waste Seat for Popup Drains.  Converts overflow types.   	10082	620016W	630D4W, 630DS4W
Popup Waste Seat	Bathroom Sink Accessories	Parts	No Overflow, Pop Up, With Overflow	Waste Seat for Popup Drains.  Converts overflow types.   	10067	620082	630D1, 630D2, 6300E1, 630E2
Popup Waste Seat	Bathroom Sink Accessories	Parts	No Overflow, Pop Up, With Overflow	Waste Seat for Popup Drains.  Converts overflow types.   	10039	620082PBR	 
Popup Waste Seat	Bathroom Sink Accessories	Parts	No Overflow, Pop Up, With Overflow	Waste Seat for Popup Drains.  Converts overflow types.   	10038	620082PBRPVD	630B8PBRPVD, (Requires 6200-51)
Popup Foam Washer	Bathroom Sink Accessories	Parts	Pop Up Assembly	Foam Washer 	-----	====	 - - - - - - - - Fits - - - - - - - -
Popup Foam Washer	Bathroom Sink Accessories	Parts	Pop Up Assembly	Foam Washer 	10087	620039	630D1, 10003, 630D2, 10004, 630D4W, 10006, 630DS4W, 10009,630E2, 10011, 630E8, 10036,
Popup Foam Washer	Bathroom Sink Accessories	Parts	Pop Up Assembly	Foam Washer 	10071	600029	 
Popup Rubber Gasket	Bathroom Sink Accessories	Parts	Pop Up Assembly	Rubber Gasket 	-----	====	 - - - - - - - - Fits - - - - - - - -
Popup Rubber Gasket	Bathroom Sink Accessories	Parts	Pop Up Assembly	Rubber Gasket 	10242	600B05	 
Popup Rubber Gasket	Bathroom Sink Accessories	Parts	Pop Up Assembly	Rubber Gasket 	10099	600B30	600S, 600S2
Popup Rubber Gasket	Bathroom Sink Accessories	Parts	Pop Up Assembly	Rubber Gasket 	10090	620B02	630D1, 630D2, 630D4W, 630DS4W, 630E2, 630E1, 630E8
Popup Metal Washer	Bathroom Sink Accessories	Parts	Pop Up Assembly	Metal Washer with retainer Lip 	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Metal Washer	Bathroom Sink Accessories	Parts	Pop Up Assembly	Metal Washer with retainer Lip 	10089	620085	630E2, 630E1, 630E8, 630D1, 630D2, 630D4W, 630DS4W
Popup Metal Washer	Bathroom Sink Accessories	Parts	Pop Up Assembly	Metal Washer with retainer Lip 	10045	620051	620082, 620082PBR, 620082PBRPVD
Popup Metal Washer	Bathroom Sink Accessories	Parts	Pop Up Assembly	Metal Washer with retainer Lip 	10047	620A05	600S, 600S2,
Popup Mounting Nut	Bathroom Sink Accessories	Parts	Pop Up Assembly	Mounting Nut 	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Mounting Nut	Bathroom Sink Accessories	Parts	Pop Up Assembly	Mounting Nut 	10097	600B06	600S, 600S2
Popup Mounting Nut	Bathroom Sink Accessories	Parts	Pop Up Assembly	Mounting Nut 	10091	620B04	630D1, 630D2, 630D4W, 630DS4W, 630E2, 630E1, 630E8,
Popup Mounting Nut	Bathroom Sink Accessories	Parts	Pop Up Assembly	Mounting Nut 	10098	600B06A	 
Popup Seal Washer	Bathroom Sink Accessories	Parts	Pop Up Assembly	Seal Washer 	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Seal Washer	Bathroom Sink Accessories	Parts	Pop Up Assembly	Seal Washer 	10095	630028	 630D1, 630D2, 630D4W, 630DS4W, 630E2, 630E1, 630E8
Popup Tail Piece Assembly	Bathroom Sink Accessories	Parts	Pop Up Assembly	Tail Piece Assembly for Popup drains. 	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Tail Piece Assembly	Bathroom Sink Accessories	Parts	Pop Up Assembly	Tail Piece Assembly for Popup drains. 	10048	620069	630D1, 630D2, 630D4W, 630DS4W
Popup Tail Piece Assembly	Bathroom Sink Accessories	Parts	Pop Up Assembly	Tail Piece Assembly for Popup drains. 	10182	630024A	630E2, 630E1, 630E8
Popup Tail Piece Assembly	Bathroom Sink Accessories	Parts	Pop Up Assembly	Tail Piece Assembly for Popup drains. 	10069	630026	630E2, 630E1, 630E8
Popup Pivot Rod	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Rod Assembly 	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Pivot Rod	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Rod Assembly 	10073	600K03	600S, 600S2
Popup Pivot Rod	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Rod Assembly 	10075	620010	630D1, 630D2, 630D4W, 630DS4W
Popup Pivot Rod	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Rod Assembly 	10093	630013	630E2, 630E1, 630E8
Popup Pivot Seal	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Seal 	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Pivot Seal	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Seal 	10076	620011	 630D1, 630D2, 630D4W, 630DS4W
Popup Pivot Seal	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Seal 	10094	630027	630E2, 630E1, 630E8
Popup Pivot Nut	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Nut 	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Pivot Nut	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Nut 	10072	600B07	600S, 600S2, 630D1, 630D2, 630D4W, 630DS4W
Popup Pivot Nut	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Nut 	10040	620012	Moen
Popup Pivot Nut	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot Nut 	10092	630009	630E2, 630E1, 630E8
Popup Pivot Nut Seal	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot nut seal. 	====	====	 - - - - - - - - - - - - - - - -
Popup Pivot Nut Seal	Bathroom Sink Accessories	Parts	Pop Up Assembly	Pivot nut seal. 	10088	620071	630D1, 630D2, 630D4W, 630DS4W
Popup Spring Clamp	Bathroom Sink Accessories	Parts	Pop Up Assembly	Spring Clamp  	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Spring Clamp	Bathroom Sink Accessories	Parts	Pop Up Assembly	Spring Clamp  	10079	620015	All Popups
Popup Drain Rod Strap	Bathroom Sink Accessories	Parts	Pop Up Assembly	Drain Rod Strap  	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Drain Rod Strap	Bathroom Sink Accessories	Parts	Pop Up Assembly	Drain Rod Strap  	10077	620013	All Popups
Popup Thumb Screw	Bathroom Sink Accessories	Parts	Pop Up Assembly	Thumb Screw  	====	====	 - - - - - - - - - - - - - - - -
Popup Thumb Screw	Bathroom Sink Accessories	Parts	Pop Up Assembly	Thumb Screw  	10078	620014	All Popups
Popup Lift Rod & Knob	Bathroom Sink Accessories	Parts	Pop Up Assembly	Lift Rod & Knob Assembly  	====	====	 - - - - - - - - Fits - - - - - - - -
Popup Lift Rod & Knob	Bathroom Sink Accessories	Parts	Pop Up Assembly	Lift Rod & Knob Assembly  	10083	620025	 Chrome
Popup Lift Rod & Knob	Bathroom Sink Accessories	Parts	Pop Up Assembly	Lift Rod & Knob Assembly  	10085	620029PBR	 Polished Brass
Popup Lift Rod & Knob	Bathroom Sink Accessories	Parts	Pop Up Assembly	Lift Rod & Knob Assembly  	10042	620029PBRPVD	Polished Brass PVD
Popup Lift Rod & Knob	Bathroom Sink Accessories	Parts	Pop Up Assembly	Lift Rod & Knob Assembly  	10258	620029SN	Satin Nickel
Popup Lift Rod & Knob	Bathroom Sink Accessories	Parts	Pop Up Assembly	Lift Rod & Knob Assembly  	10086	620029W	White
Plastic Economy	Shower Heads	Single Function	1.8 GPM, Plastic	"Chrome plated all plastic Economy Shower Head with swivel ball joint and 2"" diameter face  "	20111	S100B	Chrome
Plastic with Brass Ball Joint	Shower Heads	Adjustable Spray	1.8 GPM, Plastic	Chrome plated Plastic Shower Head, with adjustable spray angle, Brass Ball joint, and black face plate.	12111	S101	Chrome
Plastic Single Function	Shower Heads	Single Function	2.5 GPM, Plastic	Chrome Plated Plastic Shower head, Single Function, with black spray face connector nut.	12118	S103	Chrome
Plastic with Massaging Spray	Shower Heads	Adjustable Spray	1.8 GPM, Massage, Plastic	Chrome plated Plastic Shower Head, with adjustable massage Function, all brass ball joint, and black face plate.	11055	S115	Chrome
Plastic with Adjustable Spray	Shower Heads	Adjustable Spray	1.5 GPM, Plastic	White and clear plastic Shower, adjustable spray angle, Water Sense Certified, with Brass ball joint 	11111	S116	White
Plastic With Watersaving Air Intake	Shower Heads	Single Function	Plastic, 1.75 GPM	Plastic shower head, with water saving air intake feature, brass ball joint and clog resistant face plate.	11107	S117	Chrome
Plastic With Watersaving Air Intake	Shower Heads	Single Function	Plastic, 1.75 GPM	Plastic shower head, with water saving air intake feature, brass ball joint and clog resistant face plate.	11112	S117W	White
Plastic with Duo Function Spray	Shower Heads	Adjustable Spray	1.5 GPM, Massage, Plastic	Chrome plated plastic shower head, Duo Function spray, all brass ball joint, and Water Sense Certification.	11108	S118	Chrome
Plastic 5 Function	Shower Heads	Adjustable Spray	5 Function, 2.0 GPM	Chrome plated plastic shower head, 5 spray functions, with brass ball joint and black faceplate. 	11100	S152	Chrome
Plastic 5 Function	Shower Heads	Adjustable Spray	5 Function, 2.0 GPM	Chrome plated plastic shower head, 5 spray functions, with brass ball joint and black faceplate. 	80163	CS152	Chrome, Carded
Plastic With Water-saving Air Intake	Shower Heads	Single Function	Plastic, Water Saving, 1.75 GPM	Chrome plated plastic showerhead, water waving with air intake feature, with brass ball joint and clog resistant faceplate.	11106	S175	Chrome
Plastic Clog Resistant	Shower Heads	Single Function	1.8 GPM, Clog Resistant, Plastic	Chrome plated plastic Shower, with Brass Ball Joint, and black face plate with clog resistant nozzles. 	11037	S187	Chrome
Plastic Clog Resistant with replaceable Faceplates	Shower Heads	Single Function	2.5 GPM, Clog Resistant	 Plastic Shower Head, single function, with brass ball joint, and replaceable clog resistant faceplates.  S188-03W for white, S188-03A for chrome.	11153	S168	Chrome
Plastic Clog Resistant with replaceable Faceplates	Shower Heads	Single Function	2.5 GPM, Clog Resistant	 Plastic Shower Head, single function, with brass ball joint, and replaceable clog resistant faceplates.  S188-03W for white, S188-03A for chrome.	11155	S168W	White
Plastic Clog Resistant with replaceable Faceplates	Shower Heads	Single Function	2.5 GPM, Clog Resistant	 Plastic Shower Head, single function, with brass ball joint, and replaceable clog resistant faceplates.  S188-03W for white, S188-03A for chrome.	11157	S168BW	White, Flower Shaped
Plastic Clog Resistant with replaceable Faceplates	Shower Heads	Single Function	2.5 GPM, Clog Resistant	 Plastic Shower Head, single function, with brass ball joint, and replaceable clog resistant faceplates.  S188-03W for white, S188-03A for chrome.	11162	S168CW	White
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11040	S188	Chrome
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11051	S188M	Chrome, Modern Design
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11041	S188PBRPVD	Polished Brass PVD
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11053	S188SNPVD	Satin Nickel PVD
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11135	S188ORB	Oil Rubbed Bronze
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11044	S188GG	Gold
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11046	S188CPBRPVD	Chrome & Polished Brass PVD
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11047	S188WPBRPVD	White & Polished Brass PVD
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11048	S188BPBRPVD	Black & Polished Brass PVD
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	11043	S188WG	White & Gold
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	14304	S188MB	Matte Black
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	80034	CS188	Chrome, Carded
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	80035	CS188PBRPVD	Polished Brass PVD, Carded
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	80207	CS188ORB	Oil Rubbed Bronze, Carded
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	80040	CS188SNPVD	Satin Nickel PVD, Carded
All Brass Clog Resistant With Replaceable Faceplates	Shower Heads	Single Function	1.8 GPM, Clog Resistant	All Brass showerhead in different finishes. Single function, with brass ball joint, and replaceable clog resistant faceplate.  See 'S188 Parts' for faceplates and other replacement parts.	80041	CS188CPBRPVD	Chrome & Polished Brass PVD, Carded
S188-MB	Shower Heads, Special	Single Function	1.8 GPM, Clog Resistant	NEW! Matte Black all Brass shower head! Single function, with brass ball joint, and replaceable clog resistant faceplate.	14304	S188MB	Matte Black
S188 Faceplates & Rings	Shower Heads	Parts	1.5 GPM, Clog Resistant	Replacement parts that fit our S188 series showerheads.   	11113	S18803A	Charcoal face plate with light gray tips
S188 Faceplates & Rings	Shower Heads	Parts	1.5 GPM, Clog Resistant	Replacement parts that fit our S188 series showerheads.   	11039	S1881	Black faceplate with blue tips
S188 Faceplates & Rings	Shower Heads	Parts	1.5 GPM, Clog Resistant	Replacement parts that fit our S188 series showerheads.   	11114	S18803W	White faceplate with blue tips
S188 Faceplates & Rings	Shower Heads	Parts	1.5 GPM, Clog Resistant	Replacement parts that fit our S188 series showerheads.   	14079	S188R	Replacement Normal Ring
S188 Faceplates & Rings	Shower Heads	Parts	1.5 GPM, Clog Resistant	Replacement parts that fit our S188 series showerheads.   	14066	S188MR	Replacement Modified Ring
